,orden_ing,suborden,renglon,destino,dia,hora,observa,conocim2
219,0,0,0,Mercaderia  ,2024-11-19,18:30,,                    
220,0,0,0,Mercaderia  ,2024-11-19,19:00,,                    
221,0,0,0,Mercaderia  ,2024-11-19,19:00,,                    
222,0,0,0,Mercaderia  ,2024-11-19,19:00,,                    
223,0,0,0,Mercaderia  ,2024-11-19,19:00,,                    
224,0,0,0,Mercaderia  ,2024-11-19,19:00,,                    
225,0,0,0,Mercaderia  ,2024-11-19,19:00,,                    
226,0,0,0,Mercaderia  ,2024-11-19,19:00,,                    
227,0,0,0,Mercaderia  ,2024-11-19,19:00,,                    
228,0,0,0,Mercaderia  ,2024-11-19,19:00,,                    
229,0,0,0,Mercaderia  ,2024-11-19,19:00,,                    
230,0,0,0,Mercaderia  ,2024-11-19,19:30,,                    
231,0,0,0,Mercaderia  ,2024-11-19,19:30,,                    
232,0,0,0,Mercaderia  ,2024-11-19,19:30,,                    
233,0,0,0,Mercaderia  ,2024-11-19,19:30,,                    
234,0,0,0,Mercaderia  ,2024-11-19,19:30,,                    
235,0,0,0,Mercaderia  ,2024-11-19,19:30,,                    
236,0,0,0,Mercaderia  ,2024-11-19,19:30,,                    
237,0,0,0,Mercaderia  ,2024-11-19,19:30,,                    
238,0,0,0,Mercaderia  ,2024-11-19,19:30,,                    
239,0,0,0,Mercaderia  ,2024-11-19,19:30,,                    
240,0,0,0,Mercaderia  ,2024-11-19,20:00,,                    
241,0,0,0,Mercaderia  ,2024-11-19,20:00,,                    
242,0,0,0,Mercaderia  ,2024-11-19,20:00,,                    
243,0,0,0,Mercaderia  ,2024-11-19,20:00,,                    
244,0,0,0,Mercaderia  ,2024-11-19,20:00,,                    
245,0,0,0,Mercaderia  ,2024-11-19,20:00,,                    
246,0,0,0,Mercaderia  ,2024-11-19,20:00,,                    
247,0,0,0,Mercaderia  ,2024-11-19,20:00,,                    
248,0,0,0,Mercaderia  ,2024-11-19,20:00,,                    
249,0,0,0,Mercaderia  ,2024-11-19,20:00,,                    
250,0,0,0,Mercaderia  ,2024-11-19,20:30,,                    
251,0,0,0,Mercaderia  ,2024-11-19,20:30,,                    
252,0,0,0,Mercaderia  ,2024-11-19,20:30,,                    
253,0,0,0,Mercaderia  ,2024-11-19,20:30,,                    
254,0,0,0,Mercaderia  ,2024-11-19,20:30,,                    
255,0,0,0,Mercaderia  ,2024-11-19,20:30,,                    
256,0,0,0,Mercaderia  ,2024-11-19,20:30,,                    
257,0,0,0,Mercaderia  ,2024-11-19,20:30,,                    
258,0,0,0,Mercaderia  ,2024-11-19,20:30,,                    
259,0,0,0,Mercaderia  ,2024-11-19,20:30,,                    
260,0,0,0,Mercaderia  ,2024-11-19,21:00,,                    
261,0,0,0,Mercaderia  ,2024-11-19,21:00,,                    
262,0,0,0,Mercaderia  ,2024-11-19,21:00,,                    
263,0,0,0,Mercaderia  ,2024-11-19,21:00,,                    
264,0,0,0,Mercaderia  ,2024-11-19,21:00,,                    
265,0,0,0,Mercaderia  ,2024-11-19,21:00,,                    
266,0,0,0,Mercaderia  ,2024-11-19,21:00,,                    
267,0,0,0,Mercaderia  ,2024-11-19,21:00,,                    
268,0,0,0,Mercaderia  ,2024-11-19,21:00,,                    
269,0,0,0,Mercaderia  ,2024-11-19,21:00,,                    
270,0,0,0,Mercaderia  ,2024-11-19,21:30,,                    
271,0,0,0,Mercaderia  ,2024-11-19,21:30,,                    
272,0,0,0,Mercaderia  ,2024-11-19,21:30,,                    
273,0,0,0,Mercaderia  ,2024-11-19,21:30,,                    
274,0,0,0,Mercaderia  ,2024-11-19,21:30,,                    
275,0,0,0,Mercaderia  ,2024-11-19,21:30,,                    
276,0,0,0,Mercaderia  ,2024-11-19,21:30,,                    
277,0,0,0,Mercaderia  ,2024-11-19,21:30,,                    
278,0,0,0,Mercaderia  ,2024-11-19,21:30,,                    
279,0,0,0,Mercaderia  ,2024-11-19,21:30,,                    
280,0,0,0,Mercaderia  ,2024-11-19,22:00,,                    
281,0,0,0,Mercaderia  ,2024-11-19,22:00,,                    
282,0,0,0,Mercaderia  ,2024-11-19,22:00,,                    
283,0,0,0,Mercaderia  ,2024-11-19,22:00,,                    
284,0,0,0,Mercaderia  ,2024-11-19,22:00,,                    
285,0,0,0,Mercaderia  ,2024-11-19,22:00,,                    
286,0,0,0,Mercaderia  ,2024-11-19,22:00,,                    
287,0,0,0,Mercaderia  ,2024-11-19,22:00,,                    
288,0,0,0,Mercaderia  ,2024-11-19,22:00,,                    
289,0,0,0,Mercaderia  ,2024-11-19,22:00,,                    
290,0,0,0,Mercaderia  ,2024-11-19,22:30,,                    
291,0,0,0,Mercaderia  ,2024-11-19,22:30,,                    
292,0,0,0,Mercaderia  ,2024-11-19,22:30,,                    
293,0,0,0,Mercaderia  ,2024-11-19,22:30,,                    
294,0,0,0,Mercaderia  ,2024-11-19,22:30,,                    
295,0,0,0,Mercaderia  ,2024-11-19,22:30,,                    
296,0,0,0,Mercaderia  ,2024-11-19,22:30,,                    
297,0,0,0,Mercaderia  ,2024-11-19,22:30,,                    
298,0,0,0,Mercaderia  ,2024-11-19,22:30,,                    
299,0,0,0,Mercaderia  ,2024-11-19,22:30,,                    
300,31868,1,1,Retiro      ,2024-11-15,8:00 ,,AMC2264792          
301,31727,0,1,Remision    ,2024-11-15,8:00 ,,EBKG10682414        
302,31772,0,1,Remision    ,2024-11-15,8:00 ,,EBKG10693572        
303,31871,2,1,Retiro      ,2024-11-15,8:00 ,,NS121-A             
304,31872,2,1,Retiro      ,2024-11-15,8:00 ,,NS123-A             
305,31433,1,1,Retiro      ,2024-11-15,8:00 ,,LIFBUE24100017      
306,31280,1,1,Retiro      ,2024-11-15,8:00 ,,SYNFOC24SE080004    
307,31447,1,1,Retiro      ,2024-11-15,8:00 ,,LIFBUE24100018      
308,31907,0,1,Retiro      ,2024-11-15,8:00 ,,NB240847738         
309,31864,0,1,Retiro      ,2024-11-15,8:00 ,,SS00001454          
310,31925,0,2,Retiro      ,2024-11-15,8:30 ,,DLTJ2408136         
311,31925,0,1,Retiro      ,2024-11-15,8:30 ,,DLTJ2408136         
312,31865,1,1,Retiro      ,2024-11-15,8:30 ,,MVANLT20240904      
313,31594,1,1,Retiro      ,2024-11-15,8:30 ,,TPNGBSG24096011     
314,31934,0,1,Remision    ,2024-11-15,8:30 ,,340400038616        
315,31936,0,1,Remision    ,2024-11-15,8:30 ,,EBKG10693572        
316,31923,0,1,Remision    ,2024-11-15,8:30 ,,EBKGQ000624F        
317,31914,0,1,Remision    ,2024-11-15,8:30 ,,63648336            
318,31917,0,1,Remision    ,2024-11-15,8:30 ,,EBKG10717036        
319,31918,0,1,Remision    ,2024-11-15,8:30 ,,EBKG10717060        
320,0,0,0,Remision    ,2024-11-15,9:00 ,,                    
321,31921,0,1,Remision    ,2024-11-15,9:00 ,,EBKG10682414        
322,31936,0,1,Remision    ,2024-11-15,9:00 ,,EBKG10693572        
323,0,0,0,Mercaderia  ,2024-11-15,9:00 ,,                    
324,0,0,0,Mercaderia  ,2024-11-15,9:00 ,,                    
325,0,0,0,Mercaderia  ,2024-11-15,9:00 ,,                    
326,0,0,0,Mercaderia  ,2024-11-15,9:00 ,,                    
327,0,0,0,Mercaderia  ,2024-11-15,9:00 ,,                    
328,0,0,0,Mercaderia  ,2024-11-15,9:00 ,,                    
329,0,0,0,Mercaderia  ,2024-11-15,9:00 ,,                    
330,0,0,0,Mercaderia  ,2024-11-15,9:30 ,,                    
331,0,0,0,Mercaderia  ,2024-11-15,9:30 ,,                    
332,0,0,0,Mercaderia  ,2024-11-15,9:30 ,,                    
333,0,0,0,Mercaderia  ,2024-11-15,9:30 ,,                    
334,0,0,0,Mercaderia  ,2024-11-15,9:30 ,,                    
335,0,0,0,Mercaderia  ,2024-11-15,9:30 ,,                    
336,0,0,0,Mercaderia  ,2024-11-15,9:30 ,,                    
337,0,0,0,Mercaderia  ,2024-11-15,9:30 ,,                    
338,0,0,0,Mercaderia  ,2024-11-15,9:30 ,,                    
339,0,0,0,Mercaderia  ,2024-11-15,9:30 ,,                    
340,0,0,0,Mercaderia  ,2024-11-15,10:00,,                    
341,0,0,0,Mercaderia  ,2024-11-15,10:00,,                    
342,0,0,0,Mercaderia  ,2024-11-15,10:00,,                    
343,0,0,0,Mercaderia  ,2024-11-15,10:00,,                    
344,0,0,0,Mercaderia  ,2024-11-15,10:00,,                    
345,0,0,0,Mercaderia  ,2024-11-15,10:00,,                    
346,0,0,0,Mercaderia  ,2024-11-15,10:00,,                    
347,0,0,0,Mercaderia  ,2024-11-15,10:00,,                    
348,0,0,0,Mercaderia  ,2024-11-15,10:00,,                    
349,0,0,0,Mercaderia  ,2024-11-15,10:00,,                    
350,0,0,0,Mercaderia  ,2024-11-15,10:30,,                    
351,0,0,0,Mercaderia  ,2024-11-15,10:30,,                    
352,0,0,0,Mercaderia  ,2024-11-15,10:30,,                    
353,0,0,0,Mercaderia  ,2024-11-15,10:30,,                    
354,0,0,0,Mercaderia  ,2024-11-15,10:30,,                    
355,0,0,0,Mercaderia  ,2024-11-15,10:30,,                    
356,0,0,0,Mercaderia  ,2024-11-15,10:30,,                    
357,0,0,0,Mercaderia  ,2024-11-15,10:30,,                    
358,0,0,0,Mercaderia  ,2024-11-15,10:30,,                    
359,0,0,0,Mercaderia  ,2024-11-15,10:30,,                    
360,0,0,0,Mercaderia  ,2024-11-15,11:00,,                    
361,0,0,0,Mercaderia  ,2024-11-15,11:00,,                    
362,0,0,0,Mercaderia  ,2024-11-15,11:00,,                    
363,0,0,0,Mercaderia  ,2024-11-15,11:00,,                    
364,0,0,0,Mercaderia  ,2024-11-15,11:00,,                    
365,0,0,0,Mercaderia  ,2024-11-15,11:00,,                    
366,0,0,0,Mercaderia  ,2024-11-15,11:00,,                    
367,0,0,0,Mercaderia  ,2024-11-15,11:00,,                    
368,0,0,0,Mercaderia  ,2024-11-15,11:00,,                    
369,0,0,0,Mercaderia  ,2024-11-15,11:00,,                    
370,0,0,0,Mercaderia  ,2024-11-15,11:30,,                    
371,0,0,0,Mercaderia  ,2024-11-15,11:30,,                    
372,0,0,0,Mercaderia  ,2024-11-15,11:30,,                    
373,0,0,0,Mercaderia  ,2024-11-15,11:30,,                    
374,0,0,0,Mercaderia  ,2024-11-15,11:30,,                    
375,0,0,0,Mercaderia  ,2024-11-15,11:30,,                    
376,0,0,0,Mercaderia  ,2024-11-15,11:30,,                    
377,0,0,0,Mercaderia  ,2024-11-15,11:30,,                    
378,0,0,0,Mercaderia  ,2024-11-15,11:30,,                    
379,0,0,0,Mercaderia  ,2024-11-15,11:30,,                    
380,0,0,0,Mercaderia  ,2024-11-15,12:00,,                    
381,0,0,0,Mercaderia  ,2024-11-15,12:00,,                    
382,0,0,0,Mercaderia  ,2024-11-15,12:00,,                    
383,0,0,0,Mercaderia  ,2024-11-15,12:00,,                    
384,0,0,0,Mercaderia  ,2024-11-15,12:00,,                    
385,0,0,0,Mercaderia  ,2024-11-15,12:00,,                    
386,0,0,0,Mercaderia  ,2024-11-15,12:00,,                    
387,0,0,0,Mercaderia  ,2024-11-15,12:00,,                    
388,0,0,0,Mercaderia  ,2024-11-15,12:00,,                    
389,0,0,0,Mercaderia  ,2024-11-15,12:00,,                    
390,0,0,0,Mercaderia  ,2024-11-15,12:30,,                    
391,0,0,0,Mercaderia  ,2024-11-15,12:30,,                    
392,0,0,0,Mercaderia  ,2024-11-15,12:30,,                    
393,0,0,0,Mercaderia  ,2024-11-15,12:30,,                    
394,0,0,0,Mercaderia  ,2024-11-15,12:30,,                    
395,0,0,0,Mercaderia  ,2024-11-15,12:30,,                    
396,0,0,0,Mercaderia  ,2024-11-15,12:30,,                    
397,0,0,0,Mercaderia  ,2024-11-15,12:30,,                    
398,0,0,0,Mercaderia  ,2024-11-15,12:30,,                    
399,0,0,0,Mercaderia  ,2024-11-15,12:30,,                    
400,0,0,0,Mercaderia  ,2024-11-15,13:00,,                    
401,0,0,0,Mercaderia  ,2024-11-15,13:00,,                    
402,0,0,0,Mercaderia  ,2024-11-15,13:00,,                    
403,0,0,0,Mercaderia  ,2024-11-15,13:00,,                    
404,0,0,0,Mercaderia  ,2024-11-15,13:00,,                    
405,0,0,0,Mercaderia  ,2024-11-15,13:00,,                    
406,0,0,0,Mercaderia  ,2024-11-15,13:00,,                    
407,0,0,0,Mercaderia  ,2024-11-15,13:00,,                    
408,0,0,0,Mercaderia  ,2024-11-15,13:00,,                    
409,0,0,0,Mercaderia  ,2024-11-15,13:00,,                    
410,0,0,0,Mercaderia  ,2024-11-15,13:30,,                    
411,0,0,0,Mercaderia  ,2024-11-15,13:30,,                    
412,0,0,0,Mercaderia  ,2024-11-15,13:30,,                    
413,0,0,0,Mercaderia  ,2024-11-15,13:30,,                    
414,0,0,0,Mercaderia  ,2024-11-15,13:30,,                    
415,0,0,0,Mercaderia  ,2024-11-15,13:30,,                    
416,0,0,0,Mercaderia  ,2024-11-15,13:30,,                    
417,0,0,0,Mercaderia  ,2024-11-15,13:30,,                    
418,0,0,0,Mercaderia  ,2024-11-15,13:30,,                    
419,0,0,0,Mercaderia  ,2024-11-15,13:30,,                    
420,0,0,0,Mercaderia  ,2024-11-15,14:00,,                    
421,0,0,0,Mercaderia  ,2024-11-15,14:00,,                    
422,0,0,0,Mercaderia  ,2024-11-15,14:00,,                    
423,0,0,0,Mercaderia  ,2024-11-15,14:00,,                    
424,0,0,0,Mercaderia  ,2024-11-15,14:00,,                    
