dia,hora,observa,conocim2,destino,id,cliente,tipo_oper,fecha_ing,contenedor,desc_merc,dimension,tipo_cnt,volumen,kilos,Envase,Estado
2024-10-24,8:00 ,TERMINAL 4  15HS                                                                                    ,244534245           ,Remision    ,31368-1-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-10-17,MRSU-599179-0,244534245 // LOTE 2202 // 2225.         ,0,  ,-60.00,-27805.00,BULTOS                                  ,Realizado
2024-10-24,9:30 ,MULTIMODAL                                                                                          ,SNG0443060          ,Remision    ,31453-1-1,CAPILATIS S.A.                                                                  ,EXPORTACION    ,2024-10-21,SEGU-477000-9,FC 992-993                              ,0,  ,0.00,-7813.00,BULTOS                                  ,Realizado
2024-10-24,9:30 ,  MULTIMODAL                                                                                        ,SNG0443060          ,Remision    ,31454-1-1,CAPILATIS S.A.                                                                  ,EXPORTACION    ,2024-10-21,TRHU-815685-3,FC 992-993                              ,0,  ,0.00,-3348.50,BULTOS                                  ,Realizado
2024-10-24,10:00,MULTIMODAL                                                                                          ,SNG0443060          ,Remision    ,31455-1-1,CAPILATIS S.A.                                                                  ,EXPORTACION    ,2024-10-21,CMAU-675441-9,FC 992-993                              ,0,  ,0.00,-5581.50,BULTOS                                  ,Realizado
2024-10-21,8:00 ,10HS                                                                                                ,EBKG10440523        ,Remision    ,31336-0-1,PIRANGA SA                                                                      ,EXPORTACION    ,2024-10-16,CAIU-781609-2,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-10-21,8:00 ,  REMISION                                                                                          ,EBKG10440523        ,Remision    ,31336-0-1,PIRANGA SA                                                                      ,EXPORTACION    ,2024-10-16,CAIU-781609-2,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-10-21,8:00 ,10HS                                                                                                ,EBKG10440523        ,Remision    ,31337-0-1,PIRANGA SA                                                                      ,EXPORTACION    ,2024-10-16,MSDU-582085-1,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-10-21,8:00 ,                                                                                                    ,EBKG10440523        ,Remision    ,31338-0-1,PIRANGA SA                                                                      ,EXPORTACION    ,2024-10-16,CAAU-691173-9,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-10-23,9:00 ,                                                                                                    ,EBKGQ0004E09        ,Remision    ,31145-0-1,LIFT VAN INT. CO S.A                                                            ,EXPORTACION    ,2024-10-02,             ,GARCIA ROBERTO // EFECTOS PERS.         ,0,  ,-27.00,-1700.00,BULTOS                                  ,Realizado
2024-10-23,10:00,TERRESTRE                                                                                           ,24001PE01000470K    ,Remision    ,31410-0-1,LIFT VAN INT. CO S.A                                                            ,EXPORTACION    ,2024-10-21,             ,DORA VELAZQUEZ OSORIO                   ,0,  ,0.00,-3680.00,BULTOS                                  ,Realizado
2024-10-23,10:00,TRP    17HS                                                                                         ,COSU6399731130      ,Remision    ,31456-1-1,DON SATUR SRL                                                                   ,EXPORTACION    ,2024-10-22,CSNU-212835-1,DON SATUR                               ,0,  ,0.00,-5709.20,BULTOS                                  ,Realizado
2024-10-23,10:00,EXOLGAN   16HS                                                                                      ,EBKGQ0004E09        ,Remision    ,31457-1-1,LIFT VAN INT. CO S.A                                                            ,EXPORTACION    ,2024-10-02,MSDU-160355-0,GARCIA ROBERTO // EFECTOS PERS.         ,0,  ,-27.00,-1700.00,BULTOS                                  ,Realizado
2024-10-25,8:00 ,TERMINAL 4   11HS                                                                                   ,245235638           ,Remision    ,31373-1-1,MERCOVAN ARGENTINA SRL                                                          ,EXPORTACION    ,2024-10-16,MRKU-030629-4,ELLSWORTH // EFECTOS PERS.              ,0,  ,-20.00,-2048.00,BULTOS                                  ,Realizado
2024-10-25,8:00 , EXOLGAN   10 HS                                                                                    ,BUEE13225500        ,Remision    ,31474-1-1,LABORATORIO ELEA PHOENIX SA                                                     ,EXPORTACION    ,2024-10-22,SEGU-115664-0,BUEE13225500     / / /                  ,0,  ,0.00,-16260.00,BULTOS                                  ,Realizado
2024-10-25,8:00 ,EXOLGAN   13HS                                                                                      ,65641857            ,Remision    ,31462-1-1,SANTA ANITA OIL SA                                                              ,EXPORTACION    ,2024-10-21,GESU-631843-6,GRLEM241163                             ,0,  ,0.00,-27250.00,BULTOS                                  ,Realizado
2024-10-25,8:00 ,EXOLGAN   13HS                                                                                      ,65641857            ,Remision    ,31463-1-1,SANTA ANITA OIL SA                                                              ,EXPORTACION    ,2024-10-21,HLXU-845430-0,GRLEM241163                             ,0,  ,0.00,-26600.00,BULTOS                                  ,Realizado
2024-10-25,8:00 ,EXOLGAN  13HS                                                                                       ,65641857            ,Remision    ,31464-1-1,SANTA ANITA OIL SA                                                              ,EXPORTACION    ,2024-10-21,FANU-105903-6,GRLEM241163                             ,0,  ,0.00,-26797.00,BULTOS                                  ,Realizado
2024-10-25,8:00 ,EXOLGAN  16HS                                                                                       ,67302901            ,Remision    ,31472-1-1,PALLETS JAUREGUI SOCIEDAD ANONIMA                                               ,EXPORTACION    ,2024-10-21,HAMU-206467-3,MADERA // 67302901                      ,0,  ,0.00,-21765.00,BULTOS                                  ,Realizado
2024-10-25,8:00 ,EXOLGAN  16HS                                                                                       ,67302901-61302910   ,Remision    ,31473-1-1,PALLETS JAUREGUI SOCIEDAD ANONIMA                                               ,EXPORTACION    ,2024-10-21,TEMU-813541-4,MADERA                                  ,0,  ,0.00,-21765.00,BULTOS                                  ,Realizado
2024-10-25,8:00 ,EXOLGAN  16HS                                                                                       ,67302901/61302910   ,Remision    ,31470-1-1,PALLETS JAUREGUI SOCIEDAD ANONIMA                                               ,EXPORTACION    ,2024-10-22,MAGU-562759-6,MADERA                                  ,0,  ,0.00,-24303.60,BULTOS                                  ,Realizado
2024-10-25,8:00 ,EXOLGAN  16HS                                                                                       ,67302901/61302910   ,Remision    ,31471-1-1,PALLETS JAUREGUI SOCIEDAD ANONIMA                                               ,EXPORTACION    ,2024-10-22,TCLU-597305-7,MADERA                                  ,0,  ,0.00,-24303.60,BULTOS                                  ,Realizado
2024-10-25,8:30 ,EXOLGAN  16HS                                                                                       ,65302883            ,Remision    ,31490-1-1,SUABIA MADERAS SRL                                                              ,EXPORTACION    ,2024-10-21,HLBU-165380-6,GRLAE2467                               ,0,  ,0.00,-26640.00,BULTOS                                  ,Realizado
2024-10-25,8:30 , TERMINAL 4  11HS                                                                                   ,244313248           ,Remision    ,31487-1-1,ASECOR SRL                                                                      ,EXPORTACION    ,2024-10-23,TCNU-303764-7,GRLEM241082/244313248                   ,0,  ,-57.00,-25820.00,BULTOS                                  ,Realizado
2024-10-25,8:30 ,TERMINAL  4  11HS                                                                                   ,244313248           ,Remision    ,31488-1-1,ASECOR SRL                                                                      ,EXPORTACION    ,2024-10-23,SUDU-690377-5,GRLEM241082 / 244313248                 ,0,  ,-60.00,-24440.00,BULTOS                                  ,Realizado
2024-10-25,9:30 ,TERMINAL 4 13HS                                                                                     ,245346233           ,Remision    ,31509-1-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-24,MRKU-079157-0,FC 11-165 //245346233                   ,0,  ,0.00,-28032.00,BULTOS                                  ,Realizado
2024-10-25,10:00,TERRESTRE                                                                                           ,24001EC01069722M    ,Remision    ,31514-1-1,OVERPRINT S.R.L.                                                                ,EXPORTACION    ,2024-10-23,             ,OP 16810 // TERRESTRE                   ,0,  ,0.00,-2426.61,BULTOS                                  ,Realizado
2024-10-25,10:00, TERRESTRE                                                                                          ,24001EC01069793U    ,Remision    ,31514-2-1,OVERPRINT S.R.L.                                                                ,EXPORTACION    ,2024-10-23,             ,OP 16810 // TERRESTRE                   ,0,  ,0.00,-2016.08,BULTOS                                  ,Realizado
2024-11-06,8:00 ,TRP   09HS                                                                                          ,245040069           ,Remision    ,31706-1-1,HECTOR REBORATTI                                                                ,EXPORTACION    ,2024-11-01,MSKU-082622-0,GRLEM241145/ 245040069                  ,0,  ,0.00,-25790.00,BULTOS                                  ,Realizado
2024-11-06,8:00 ,TRP   09HS                                                                                          ,245040069           ,Remision    ,31707-1-1,HECTOR REBORATTI                                                                ,EXPORTACION    ,2024-11-01,MRKU-310515-9,GRLEM241145/ 245040069                  ,0,  ,0.00,-25790.00,BULTOS                                  ,Realizado
2024-11-06,8:00 ,EXOLGAN    10HS                                                                                     ,BUEE13773600        ,Remision    ,31704-1-1,J. LLORENTE Y CÍA. S.A.                                                         ,EXPORTACION    ,2024-11-01,TCKU-480393-2, FC 1190 // WHISKY // CHINA // E 29837  ,0,  ,0.00,-19446.00,BULTOS                                  ,Realizado
2024-11-06,8:00 ,EXOLGAN   13HS                                                                                      ,61315276            ,Remision    ,31721-1-1,BORAX ARGENTINA S A                                                             ,EXPORTACION    ,2024-11-01,CAIU-288696-5,FAC 11676 //61315276                    ,0,  ,0.00,-23067.50,BULTOS                                  ,Realizado
2024-11-06,8:00 ,EXOLGAN    13HS                                                                                     ,61315276            ,Remision    ,31722-1-1,BORAX ARGENTINA S A                                                             ,EXPORTACION    ,2024-11-01,TEMU-183413-2,FAC 11676 //61315276                    ,0,  ,0.00,-23067.50,BULTOS                                  ,Realizado
2024-11-06,8:30 ,TRP    15HS                                                                                         ,BUA0329857          ,Remision    ,31634-1-1,LIFT VAN INT. CO S.A                                                            ,EXPORTACION    ,2024-10-22,FCGU-224051-2,JORGE SORIANO                           ,0,  ,0.00,-1233.87,BULTOS                                  ,Realizado
2024-11-06,8:30 , TRP    15HS                                                                                        ,BUA0329857          ,Remision    ,31635-1-1,LIFT VAN INT. CO S.A                                                            ,EXPORTACION    ,2024-10-22,TCNU-596220-8,JORGE SORIANO                           ,0,  ,0.00,-7266.13,BULTOS                                  ,Realizado
2024-11-06,8:30 , TERMINAL 4  15HS                                                                                   ,244573548           ,Remision    ,31738-1-1,VALERIO OLIVA FORESTAL SA                                                       ,EXPORTACION    ,2024-10-24,MRKU-579884-9,GRLEM241104/244573548                   ,0,  ,0.00,-23060.00,BULTOS                                  ,Realizado
2024-11-06,8:30 ,TERMINAL 4   05AM                                                                                   ,246069278           ,Remision    ,31710-1-1,MINERA SANTA RITA SRL                                                           ,EXPORTACION    ,2024-11-01,SUDU-762930-8,FACT 14-411 // 246069278                ,0,  ,0.00,-23166.00,BULTOS                                  ,Realizado
2024-11-06,8:30 , TERMINAL 4     13HS                                                                                ,245891014           ,Remision    ,31640-1-1,LETERAGO SA                                                                     ,EXPORTACION    ,2024-10-25,SUDU-896206-2,GRLAE2476/ LETERAGO                     ,0,  ,0.00,-26645.00,BULTOS                                  ,Realizado
2024-11-06,8:30 ,TERMINAL  4   13HS                                                                                  ,245891014           ,Remision    ,31641-1-1,LETERAGO SA                                                                     ,EXPORTACION    ,2024-10-25,MSKU-056293-4,GRLAE2476/ LETERAGO                     ,0,  ,0.00,-26645.00,BULTOS                                  ,Realizado
2024-11-06,8:30 , TERMINAL 4   13HS                                                                                  ,245891014           ,Remision    ,31642-1-1,LETERAGO SA                                                                     ,EXPORTACION    ,2024-10-25,MRSU-328593-7,GRLAE2476/ LETERAGO                     ,0,  ,0.00,-26645.00,BULTOS                                  ,Realizado
2024-11-06,8:30 ,TERMINAL 4    13HS                                                                                  ,245891014           ,Remision    ,31643-1-1,LETERAGO SA                                                                     ,EXPORTACION    ,2024-10-25,GCXU-555624-8,GRLAE2476/ LETERAGO                     ,0,  ,0.00,-26645.00,BULTOS                                  ,Realizado
2024-11-06,8:30 ,TERMINAL 4       13HS                                                                               ,245891014           ,Remision    ,31675-1-1,LETERAGO SA                                                                     ,EXPORTACION    ,2024-10-31,MRKU-504719-6,GRLAE2476/ 245891014                    ,0,  ,-60.00,-26400.00,BULTOS                                  ,Realizado
2024-11-06,9:00 ,TERMINAL 4   15HS                                                                                   ,67979767            ,Remision    ,31744-1-1,HECTOR REBORATTI                                                                ,EXPORTACION    ,2024-10-23,TCKU-646202-8,GRLAE2469/  67979767                    ,0,  ,0.00,-25420.00,BULTOS                                  ,Realizado
2024-11-06,9:00 ,TERMINAL 4   17HS                                                                                   ,64645199            ,Remision    ,31740-1-1,MARINGA MADERAS SA                                                              ,EXPORTACION    ,2024-11-04,TCLU-544389-0,GRLEM241218/MARINGA                     ,0,  ,0.00,-27700.00,BULTOS                                  ,Realizado
2024-10-29,8:30 ,  exolgan 16hs                                                                                      ,EBKG10568537        ,Remision    ,31577-1-1,HECTOR REBORATTI                                                                ,EXPORTACION    ,2024-10-28,FCIU-739898-2,GRLEM241227/ REBORATTI                  ,0,  ,0.00,-23320.00,BULTOS                                  ,Realizado
2024-10-31,8:30 ,TERMINAL  4  09HS                                                                                   ,68310391            ,Remision    ,31498-1-1,CARPAL SA                                                                       ,EXPORTACION    ,2024-10-18,CAIU-939093-5,GRLEM241208/ 68310391                   ,0,  ,-60.00,-27940.00,BULTOS                                  ,Realizado
2024-10-31,8:30 ,TERMINAL  4  09HS                                                                                   ,67642406            ,Remision    ,31497-1-1,MARINGA MADERAS SA                                                              ,EXPORTACION    ,2024-10-23,TCLU-809790-8,GRLEM241174/ 67642406                   ,0,  ,0.00,-26980.00,BULTOS                                  ,Realizado
2024-10-31,9:00 ,TERMINAL 4  09HS                                                                                    ,63975008            ,Remision    ,31292-1-1,PALLETS JAUREGUI SOCIEDAD ANONIMA                                               ,EXPORTACION    ,2024-10-14,CAIU-853356-4,GRLEM241207 // 63975008                 ,0,  ,-60.00,-26040.00,BULTOS                                  ,Realizado
2024-10-31,9:00 ,TERMINAL 4   09HS                                                                                   ,64974599            ,Remision    ,31271-1-1,MARINGA MADERAS SA                                                              ,EXPORTACION    ,2024-10-14,FFAU-175574-5,GRLEM241149 / 64974599 /REMITO 38811    ,0,  ,-60.00,-25780.00,BULTOS                                  ,Realizado
2024-10-31,9:00 ,TERMINAL 4   09HS                                                                                   ,68641669            ,Remision    ,31291-1-1,CARPAL SA                                                                       ,EXPORTACION    ,2024-10-14,HLBU-168366-8,GRLEM241206 //68641669                  ,0,  ,-60.00,-27100.00,BULTOS                                  ,Realizado
2024-10-31,9:00 ,TERMINAL  4   11HS                                                                                  ,245790712           ,Remision    ,31489-1-1,UNLIMITED WORLD S.A.                                                            ,EXPORTACION    ,2024-10-22,MRKU-206193-0,LANXESS                                 ,0,  ,0.00,-25080.00,BULTOS                                  ,Realizado
2024-10-31,9:00 ,TERMINAL 4   11HS                                                                                   ,69974692            ,Remision    ,31512-1-1,FORESTAL BOSQUES DEL PLATA SA                                                   ,EXPORTACION    ,2024-10-09,TGBU-591615-7,GRLEM241151                             ,0,  ,0.00,-22060.00,BULTOS                                  ,Realizado
2024-10-31,9:00 ,TERMINAL  4   11HS                                                                                  ,69974692            ,Remision    ,31513-1-1,FORESTAL BOSQUES DEL PLATA SA                                                   ,EXPORTACION    ,2024-10-09,TCLU-808755-6,GRLEM241151                             ,0,  ,0.00,-22060.00,BULTOS                                  ,Realizado
2024-10-31,9:00 ,TERMINAL 4   11HS                                                                                   ,68975769            ,Remision    ,31544-1-1,FORESTAL BOSQUES DEL PLATA SA                                                   ,EXPORTACION    ,2024-10-17,HAMU-121939-0,GRLEM241177/ 68975769                   ,0,  ,-60.00,-25680.00,BULTOS                                  ,Realizado
2024-10-31,9:00 ,TERMINAL 4    11HS                                                                                  ,68975769            ,Remision    ,31545-1-1,FORESTAL BOSQUES DEL PLATA SA                                                   ,EXPORTACION    ,2024-10-17,HLXU-819643-7,GRLEM241177/ 68975769                   ,0,  ,-60.00,-25800.00,BULTOS                                  ,Realizado
2024-10-31,9:30 ,TERMINAL 4  11 HS                                                                                   ,68975769            ,Remision    ,31546-0-1,FORESTAL BOSQUES DEL PLATA SA                                                   ,EXPORTACION    ,2024-10-24,HAMU-162934-8,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-10-31,9:30 ,TERMINAL 4    11HS                                                                                  ,68975769            ,Remision    ,31547-1-1,FORESTAL BOSQUES DEL PLATA SA                                                   ,EXPORTACION    ,2024-10-17,HLBU-290158-0,GRLEM241177/ 68975769                   ,0,  ,-60.00,-25020.00,BULTOS                                  ,Realizado
2024-10-31,9:30 ,TERMINAL   4   11HS                                                                                 ,68975769            ,Remision    ,31548-1-1,FORESTAL BOSQUES DEL PLATA SA                                                   ,EXPORTACION    ,2024-10-17,HLBU-133410-0,GRLEM241177/ 68975769                   ,0,  ,-60.00,-24760.00,BULTOS                                  ,Realizado
2024-10-31,9:30 ,TERMINAL 4  11HS                                                                                    ,67307670            ,Remision    ,31293-1-1,LODECO ARTLI S. R. L.                                                           ,EXPORTACION    ,2024-10-07,UACU-536890-2,LODECO (MUEBLES)                        ,0,  ,0.00,-5450.80,BULTOS                                  ,Realizado
2024-10-31,10:00,TERMINAL 4    11HS                                                                                  ,245345787           ,Remision    ,31612-1-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,MRKU-077531-0,FACT 11-166 // 245345787                ,0,  ,0.00,-26296.00,BULTOS                                  ,Realizado
2024-10-31,10:00,TERMINAL  4    11HS                                                                                 ,245345787           ,Remision    ,31611-1-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,MRKU-042511-7,FACT 11-166 // 245345787                ,0,  ,0.00,-26296.00,BULTOS                                  ,Realizado
2024-10-31,10:00,TERMINAL 4   11HS                                                                                   ,245345787           ,Remision    ,31607-1-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,MRKU-096172-1,FACT 11-166 // 245345787                ,0,  ,0.00,-26296.00,BULTOS                                  ,Realizado
2024-10-31,10:30,TRP    15HS                                                                                         ,COSU6398422240      ,Remision    ,31582-1-1,HILADO SA                                                                       ,EXPORTACION    ,2024-10-16,TGBU-885040-7,HILADOS/EXPO 1516 // CME013074          ,0,  ,0.00,-16613.00,BULTOS                                  ,Realizado
2024-10-31,10:30,TRP    15HS                                                                                         ,COSU6398422240      ,Remision    ,31583-1-1,HILADO SA                                                                       ,EXPORTACION    ,2024-10-16,FCIU-702652-1,HILADOS/EXPO 1516 // CME013074          ,0,  ,0.00,-16590.40,BULTOS                                  ,Realizado
2024-10-31,10:30,TRP     15HS                                                                                        ,COSU6398422240      ,Remision    ,31584-1-1,HILADO SA                                                                       ,EXPORTACION    ,2024-10-16,SEGU-660078-4,HILADOS/EXPO 1516 // CME013074          ,0,  ,0.00,-16278.10,BULTOS                                  ,Realizado
2024-10-31,10:30,TERMINAL 4    21 HS                                                                                 ,245667729           ,Remision    ,31496-1-1,LIFT VAN INT. CO S.A                                                            ,EXPORTACION    ,2024-10-16,TCLU-982445-2,ALBERTO MARTELO // EFECTOS PERS.        ,0,  ,0.00,-6420.00,BULTOS                                  ,Realizado
2024-10-31,10:30,TERMINAL   4  01AM                                                                                  ,245345787           ,Remision    ,31598-1-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,MRKU-078152-4,FACT 11-166 // 245345787                ,0,  ,0.00,-26296.00,BULTOS                                  ,Realizado
2024-10-31,10:30,TERMINAL  4   01AM                                                                                  ,245345787           ,Remision    ,31599-1-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,MSKU-663517-5,FACT 11-166 // 245345787                ,0,  ,0.00,-26296.00,BULTOS                                  ,Realizado
2024-10-31,10:30,TERMINAL 4     01AM                                                                                 ,245345787           ,Remision    ,31600-1-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,MSKU-695486-6,FACT 11-166 // 245345787                ,0,  ,0.00,-26296.00,BULTOS                                  ,Realizado
2024-10-31,10:30,TERMINAL    4    01AM                                                                               ,245345787           ,Remision    ,31601-1-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,MRKU-024838-8,FACT 11-166 // 245345787                ,0,  ,0.00,-26296.00,BULTOS                                  ,Realizado
